GUT_GENOME000159	s__UBA1191 sp900066305	species__UBA1191 sp900066305	species	UBA1191 sp900066305	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900066305
GUT_GENOME198594	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME277396	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME014910	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME016944	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME243273	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME213976	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME213544	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME155889	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME094659	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME210521	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME230345	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME044398	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME156166	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME083599	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME249184	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME006290	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME180665	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME028721	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME018657	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME119654	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME012704	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME031698	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME252804	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME108805	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME009736	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME128573	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME097434	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME032535	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME074217	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME134481	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME243361	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME068554	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME185506	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME104015	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME108834	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME028781	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME210014	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME131031	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME219758	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME028796	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME104060	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME019551	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME086543	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME149002	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME211728	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME262950	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME131039	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME252157	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME262960	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME264433	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME259316	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME093780	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME169173	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME266793	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME269926	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME216478	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME272194	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME065943	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME249822	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME061449	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME179891	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME040384	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME179895	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME236485	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME093818	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME175805	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME210906	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME132959	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME037125	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME210923	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME192284	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME032656	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME131098	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME124381	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME148262	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME028937	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME160569	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME014086	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME110643	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME068724	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME116943	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME128814	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME030899	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME207223	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME001393	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME020436	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME269235	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
GUT_GENOME160615	s__Agathobacter rectalis	species__Agathobacter rectalis	species	Agathobacter rectalis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
